# DESCRIPTION: Verilator output: Timestamp data for --skip-identical.  Delete at will.
C "--binary --timing --assert -Wall -Wno-fatal -Wno-TIMESCALEMOD -Wno-WIDTHEXPAND -Wno-UNUSEDSIGNAL -Wno-BLKSEQ --Mdir /root/private_data/work/sdformer_codex/SDformer/hw_autoresearch_nts07/sim_h68/build/verilator_assertions --top-module tb_h67_score_class_row_engine -GENABLE_MOTION_XOR=0 -f rtl_h68/filelist.f verif_h67_h68/h67_h68_protocol_assertions.sv verif_h67_h68/bind_row_engine_assertions.sv tb_h67/tb_h67_score_class_row_engine.sv"
T      4223 21458134021  1783923950           0  1783923950           0 "/root/private_data/work/sdformer_codex/SDformer/hw_autoresearch_nts07/sim_h68/build/verilator_assertions/Vtb_h67_score_class_row_engine.cpp"
T      3390 20506236426  1783923950           0  1783923950           0 "/root/private_data/work/sdformer_codex/SDformer/hw_autoresearch_nts07/sim_h68/build/verilator_assertions/Vtb_h67_score_class_row_engine.h"
T      1884 21458136069  1783923950           0  1783923950           0 "/root/private_data/work/sdformer_codex/SDformer/hw_autoresearch_nts07/sim_h68/build/verilator_assertions/Vtb_h67_score_class_row_engine.mk"
T      3144 21458133765  1783923950           0  1783923950           0 "/root/private_data/work/sdformer_codex/SDformer/hw_autoresearch_nts07/sim_h68/build/verilator_assertions/Vtb_h67_score_class_row_engine__Syms.cpp"
T      2106 20506236170  1783923950           0  1783923950           0 "/root/private_data/work/sdformer_codex/SDformer/hw_autoresearch_nts07/sim_h68/build/verilator_assertions/Vtb_h67_score_class_row_engine__Syms.h"
T      8124 21458134533  1783923950           0  1783923950           0 "/root/private_data/work/sdformer_codex/SDformer/hw_autoresearch_nts07/sim_h68/build/verilator_assertions/Vtb_h67_score_class_row_engine___024root.h"
T     49688 20506237194  1783923950           0  1783923950           0 "/root/private_data/work/sdformer_codex/SDformer/hw_autoresearch_nts07/sim_h68/build/verilator_assertions/Vtb_h67_score_class_row_engine___024root__DepSet_h0342e96c__0.cpp"
T     87119 21458135301  1783923950           0  1783923950           0 "/root/private_data/work/sdformer_codex/SDformer/hw_autoresearch_nts07/sim_h68/build/verilator_assertions/Vtb_h67_score_class_row_engine___024root__DepSet_h0342e96c__0__Slow.cpp"
T    458179 20506236938  1783923950           0  1783923950           0 "/root/private_data/work/sdformer_codex/SDformer/hw_autoresearch_nts07/sim_h68/build/verilator_assertions/Vtb_h67_score_class_row_engine___024root__DepSet_he948fe19__0.cpp"
T      1124 21458135045  1783923950           0  1783923950           0 "/root/private_data/work/sdformer_codex/SDformer/hw_autoresearch_nts07/sim_h68/build/verilator_assertions/Vtb_h67_score_class_row_engine___024root__DepSet_he948fe19__0__Slow.cpp"
T       993 20506236682  1783923950           0  1783923950           0 "/root/private_data/work/sdformer_codex/SDformer/hw_autoresearch_nts07/sim_h68/build/verilator_assertions/Vtb_h67_score_class_row_engine___024root__Slow.cpp"
T       917 21458134789  1783923950           0  1783923950           0 "/root/private_data/work/sdformer_codex/SDformer/hw_autoresearch_nts07/sim_h68/build/verilator_assertions/Vtb_h67_score_class_row_engine___024unit.h"
T       649 21458135557  1783923950           0  1783923950           0 "/root/private_data/work/sdformer_codex/SDformer/hw_autoresearch_nts07/sim_h68/build/verilator_assertions/Vtb_h67_score_class_row_engine___024unit__DepSet_hf32a7269__0__Slow.cpp"
T       951 20506237450  1783923950           0  1783923950           0 "/root/private_data/work/sdformer_codex/SDformer/hw_autoresearch_nts07/sim_h68/build/verilator_assertions/Vtb_h67_score_class_row_engine___024unit__Slow.cpp"
T      1036 20506237706  1783923950           0  1783923950           0 "/root/private_data/work/sdformer_codex/SDformer/hw_autoresearch_nts07/sim_h68/build/verilator_assertions/Vtb_h67_score_class_row_engine__main.cpp"
T       814 21458134277  1783923950           0  1783923950           0 "/root/private_data/work/sdformer_codex/SDformer/hw_autoresearch_nts07/sim_h68/build/verilator_assertions/Vtb_h67_score_class_row_engine__pch.h"
T      3277 20506237962  1783923950           0  1783923950           0 "/root/private_data/work/sdformer_codex/SDformer/hw_autoresearch_nts07/sim_h68/build/verilator_assertions/Vtb_h67_score_class_row_engine__ver.d"
T         0        0  1783923950           0  1783923950           0 "/root/private_data/work/sdformer_codex/SDformer/hw_autoresearch_nts07/sim_h68/build/verilator_assertions/Vtb_h67_score_class_row_engine__verFiles.dat"
T      2010 21458135813  1783923950           0  1783923950           0 "/root/private_data/work/sdformer_codex/SDformer/hw_autoresearch_nts07/sim_h68/build/verilator_assertions/Vtb_h67_score_class_row_engine_classes.mk"
S  10993608 217184373  1781943383   570159185  1705136080           0 "/usr/bin/verilator_bin"
S      4942 2034391213  1781943383   574159185  1705136080           0 "/usr/share/verilator/include/verilated_std.sv"
S      2607 20762232071  1783879232           0  1783879232           0 "rtl_h67/h67_motionxor_score_q7.sv"
S     18104 20762232327  1783923504           0  1783923504           0 "rtl_h67/h67_score_class_row_engine.sv"
S       652 17947426832  1783837885           0  1783837885           0 "rtl_h67/h67_temporal_pair_adapter.sv"
S       266 19511442443  1783919671           0  1783919671           0 "rtl_h68/filelist.f"
S      4535 21450369797  1783922098           0  1783922098           0 "rtl_h68/h68_castling_deploy_top.sv"
S       497 20588846345  1783668039           0  1783668039           0 "rtl_ttx/ttx_ceil_log2_u32.sv"
S      5391 21427613957  1783668099           0  1783668099           0 "rtl_ttx/ttx_descriptor_scheduler.sv"
S      2026 21427611141  1783668039           0  1783668039           0 "rtl_ttx/ttx_exp2_lut_q8.sv"
S      1995 21455211781  1783921357           0  1783921357           0 "rtl_ttx/ttx_gate_quant_q17.sv"
S     17440 20587017990  1783923418           0  1783923418           0 "tb_h67/tb_h67_score_class_row_engine.sv"
S       850 21377641486  1783923418           0  1783923418           0 "verif_h67_h68/bind_row_engine_assertions.sv"
S      2898 19146257676  1783923418           0  1783923418           0 "verif_h67_h68/h67_h68_protocol_assertions.sv"
